day	key	parameter	level	prior	revenue	impressions	learning_rate	posterior	rev_imps	max_rev_imps	rev_imps_perc	site
2018-09-12	dd_bo_p6	intercepts	0.2500	12.0000	516285	404.0000	1.1385	11.8606	1277.9332	1338.9924	0.9544	Home Stories A to Z
2018-09-12	dd_bo_p6	intercepts	0.3000	60.0000	12966894	10199.0000	1.1385	59.2749	1271.3888	1338.9924	0.9495	Home Stories A to Z
2018-09-12	dd_bo_p6	intercepts	0.3500	12.0000	4775620	3845.0000	1.1385	10.5267	1242.0338	1338.9924	0.9276	Home Stories A to Z
2018-09-12	dd_bo_p6	intercepts	0.4000	5.0000	2863999	2234.0000	1.1385	5.1830	1282.0049	1338.9924	0.9574	Home Stories A to Z
2018-09-12	dd_bo_p6	intercepts	0.4500	3.0000	1231873	920.0000	1.1385	3.9169	1338.9924	1338.9924	1.0000	Home Stories A to Z
2018-09-12	dd_bo_p6	slopes	1.2000	3.0000	3646777	2847.0000	1.1385	3.3349	1280.9192	1318.2702	0.9717	Home Stories A to Z
2018-09-12	dd_bo_p6	slopes	1.2500	5.0000	3712249	2816.0000	1.1385	6.5270	1318.2702	1318.2702	1.0000	Home Stories A to Z
2018-09-12	dd_bo_p6	slopes	1.3000	12.0000	4116669	3252.0000	1.1385	12.4466	1265.8884	1318.2702	0.9603	Home Stories A to Z
2018-09-12	dd_bo_p6	slopes	1.3500	60.0000	3973615	3175.0000	1.1385	57.4432	1251.5323	1318.2702	0.9494	Home Stories A to Z
2018-09-12	dd_bo_p6	slopes	1.4000	12.0000	3182882	2560.0000	1.1385	11.2515	1243.3133	1318.2702	0.9431	Home Stories A to Z
2018-09-12	dd_bo_p6	slopes	1.4500	5.0000	2691593	2057.0000	1.1385	6.2545	1308.5041	1318.2702	0.9926	Home Stories A to Z
2018-09-12	dd_bo_p6	slopes	1.5000	3.0000	2265900	1832.0000	1.1385	2.7422	1236.8450	1318.2702	0.9382	Home Stories A to Z
2018-09-12	dd_bs_p1	fallbacks	0.1500	3.0000	8199538831	9551447.0000	4.5738	2.2010	858.4604	899.6798	0.9542	Home Stories A to Z
2018-09-12	dd_bs_p1	fallbacks	0.2000	5.0000	4981034741	5889230.0000	4.5738	3.1972	845.7871	899.6798	0.9401	Home Stories A to Z
2018-09-12	dd_bs_p1	fallbacks	0.2500	12.0000	5797489610	6790646.0000	4.5738	8.3711	853.7464	899.6798	0.9489	Home Stories A to Z
2018-09-12	dd_bs_p1	fallbacks	0.3000	60.0000	223159794911	248043570.0000	4.5738	66.0446	899.6798	899.6798	1.0000	Home Stories A to Z
2018-09-12	dd_bs_p1	fallbacks	0.3500	12.0000	52517212220	58374640.0000	4.5738	13.2063	899.6580	899.6798	1.0000	Home Stories A to Z
2018-09-12	dd_bs_p1	fallbacks	0.4000	5.0000	19190182197	21664036.0000	4.5738	4.8342	885.8083	899.6798	0.9846	Home Stories A to Z
2018-09-12	dd_bs_p1	fallbacks	0.4500	3.0000	7068666276	8257119.0000	4.5738	2.1456	856.0693	899.6798	0.9515	Home Stories A to Z
2018-09-12	dd_bs_p1	intercepts	0.1500	3.0000	2306849	1423.0000	1.0690	2.1964	1621.1167	1760.9884	0.9206	Home Stories A to Z
2018-09-12	dd_bs_p1	intercepts	0.2000	5.0000	1220910	721.0000	1.0690	4.4406	1693.3564	1760.9884	0.9616	Home Stories A to Z
2018-09-12	dd_bs_p1	intercepts	0.2500	12.0000	2258906	1333.0000	1.0690	10.6521	1694.6032	1760.9884	0.9623	Home Stories A to Z
2018-09-12	dd_bs_p1	intercepts	0.3000	60.0000	7297536	4144.0000	1.0690	63.5854	1760.9884	1760.9884	1.0000	Home Stories A to Z
2018-09-12	dd_bs_p1	intercepts	0.3500	12.0000	5395326	3165.0000	1.0690	11.0763	1704.6844	1760.9884	0.9680	Home Stories A to Z
2018-09-12	dd_bs_p1	intercepts	0.4000	5.0000	3597448	2067.0000	1.0690	5.1270	1740.4199	1760.9884	0.9883	Home Stories A to Z
2018-09-12	dd_bs_p1	intercepts	0.4500	3.0000	1401137	813.0000	1.0690	2.9222	1723.4157	1760.9884	0.9787	Home Stories A to Z
2018-09-12	dd_bs_p1	slopes	1.2000	3.0000	5201766	2957.0000	1.0690	3.7150	1759.1363	1854.1037	0.9488	Home Stories A to Z
2018-09-12	dd_bs_p1	slopes	1.2500	5.0000	5111832	3058.0000	1.0690	4.6765	1671.6259	1854.1037	0.9016	Home Stories A to Z
2018-09-12	dd_bs_p1	slopes	1.3000	12.0000	3953736	2292.0000	1.0690	13.2098	1725.0157	1854.1037	0.9304	Home Stories A to Z
2018-09-12	dd_bs_p1	slopes	1.3500	60.0000	3711204	2238.0000	1.0690	51.0598	1658.2681	1854.1037	0.8944	Home Stories A to Z
2018-09-12	dd_bs_p1	slopes	1.4000	12.0000	2914651	1572.0000	1.0690	19.5067	1854.1037	1854.1037	1.0000	Home Stories A to Z
2018-09-12	dd_bs_p1	slopes	1.4500	5.0000	2584923	1549.0000	1.0690	4.6180	1668.7689	1854.1037	0.9000	Home Stories A to Z
2018-09-12	dd_bs_p1	slopes	1.5000	3.0000	0	0	1.0690	3.2142	0	1854.1037	0	Home Stories A to Z
2018-09-12	dd_bs_p2	fallbacks	0.1500	3.0000	8199538831	9551447.0000	4.5738	2.2010	858.4604	899.6798	0.9542	Home Stories A to Z
2018-09-12	dd_bs_p2	fallbacks	0.2000	5.0000	4981034741	5889230.0000	4.5738	3.1972	845.7871	899.6798	0.9401	Home Stories A to Z
2018-09-12	dd_bs_p2	fallbacks	0.2500	12.0000	5797489610	6790646.0000	4.5738	8.3711	853.7464	899.6798	0.9489	Home Stories A to Z
2018-09-12	dd_bs_p2	fallbacks	0.3000	60.0000	223159794911	248043570.0000	4.5738	66.0446	899.6798	899.6798	1.0000	Home Stories A to Z
2018-09-12	dd_bs_p2	fallbacks	0.3500	12.0000	52517212220	58374640.0000	4.5738	13.2063	899.6580	899.6798	1.0000	Home Stories A to Z
2018-09-12	dd_bs_p2	fallbacks	0.4000	5.0000	19190182197	21664036.0000	4.5738	4.8342	885.8083	899.6798	0.9846	Home Stories A to Z
2018-09-12	dd_bs_p2	fallbacks	0.4500	3.0000	7068666276	8257119.0000	4.5738	2.1456	856.0693	899.6798	0.9515	Home Stories A to Z
2018-09-12	dd_bs_p2	intercepts	0.1500	3.0000	1211741	494.0000	0.8145	4.5593	2452.9170	2495.3273	0.9830	Home Stories A to Z
2018-09-12	dd_bs_p2	intercepts	0.2000	5.0000	708952	325.0000	0.8145	4.1532	2181.3908	2495.3273	0.8742	Home Stories A to Z
2018-09-12	dd_bs_p2	intercepts	0.2500	12.0000	1122642	479.0000	0.8145	13.6895	2343.7203	2495.3273	0.9392	Home Stories A to Z
2018-09-12	dd_bs_p2	intercepts	0.3000	60.0000	2043920	912.0000	0.8145	49.9448	2241.1404	2495.3273	0.8981	Home Stories A to Z
2018-09-12	dd_bs_p2	intercepts	0.3500	12.0000	1654402	663.0000	0.8145	19.1992	2495.3273	2495.3273	1.0000	Home Stories A to Z
2018-09-12	dd_bs_p2	intercepts	0.4000	5.0000	1384470	608.0000	0.8145	5.1787	2277.0888	2495.3273	0.9125	Home Stories A to Z
2018-09-12	dd_bs_p2	intercepts	0.4500	3.0000	1360021	592.0000	0.8145	3.2753	2297.3328	2495.3273	0.9207	Home Stories A to Z
2018-09-12	dd_bs_p2	slopes	1.2000	3.0000	1997477	882.0000	0.8145	3.1157	2264.7132	2620.8585	0.8641	Home Stories A to Z
2018-09-12	dd_bs_p2	slopes	1.2500	5.0000	2045851	873.0000	0.8145	6.1399	2343.4719	2620.8585	0.8942	Home Stories A to Z
2018-09-12	dd_bs_p2	slopes	1.3000	12.0000	1647130	700.0000	0.8145	14.5548	2353.0429	2620.8585	0.8978	Home Stories A to Z
2018-09-12	dd_bs_p2	slopes	1.3500	60.0000	1750883	774.0000	0.8145	51.2834	2262.1227	2620.8585	0.8631	Home Stories A to Z
2018-09-12	dd_bs_p2	slopes	1.4000	12.0000	951909	427.0000	0.8145	10.8085	2229.2951	2620.8585	0.8506	Home Stories A to Z
2018-09-12	dd_bs_p2	slopes	1.4500	5.0000	1092898	417.0000	0.8145	10.7165	2620.8585	2620.8585	1.0000	Home Stories A to Z
2018-09-12	dd_bs_p2	slopes	1.5000	3.0000	0	0	0.8145	3.3811	0	2620.8585	0	Home Stories A to Z
2018-09-12	dd_bs_p3	fallbacks	0.1500	3.0000	8199538831	9551447.0000	4.5738	2.2010	858.4604	899.6798	0.9542	Home Stories A to Z
2018-09-12	dd_bs_p3	fallbacks	0.2000	5.0000	4981034741	5889230.0000	4.5738	3.1972	845.7871	899.6798	0.9401	Home Stories A to Z
2018-09-12	dd_bs_p3	fallbacks	0.2500	12.0000	5797489610	6790646.0000	4.5738	8.3711	853.7464	899.6798	0.9489	Home Stories A to Z
2018-09-12	dd_bs_p3	fallbacks	0.3000	60.0000	223159794911	248043570.0000	4.5738	66.0446	899.6798	899.6798	1.0000	Home Stories A to Z
2018-09-12	dd_bs_p3	fallbacks	0.3500	12.0000	52517212220	58374640.0000	4.5738	13.2063	899.6580	899.6798	1.0000	Home Stories A to Z
2018-09-12	dd_bs_p3	fallbacks	0.4000	5.0000	19190182197	21664036.0000	4.5738	4.8342	885.8083	899.6798	0.9846	Home Stories A to Z
2018-09-12	dd_bs_p3	fallbacks	0.4500	3.0000	7068666276	8257119.0000	4.5738	2.1456	856.0693	899.6798	0.9515	Home Stories A to Z
2018-09-12	dd_bs_p3	intercepts	0.1500	3.0000	1067910	590.0000	0.8162	2.7423	1810.0169	1988.4455	0.9103	Home Stories A to Z
2018-09-12	dd_bs_p3	intercepts	0.2000	5.0000	857020	431.0000	0.8162	6.9405	1988.4455	1988.4455	1.0000	Home Stories A to Z
2018-09-12	dd_bs_p3	intercepts	0.2500	12.0000	722465	373.0000	0.8162	14.0689	1936.9035	1988.4455	0.9741	Home Stories A to Z
2018-09-12	dd_bs_p3	intercepts	0.3000	60.0000	1765404	938.0000	0.8162	58.0063	1882.0938	1988.4455	0.9465	Home Stories A to Z
2018-09-12	dd_bs_p3	intercepts	0.3500	12.0000	1063522	597.0000	0.8162	9.9802	1781.4439	1988.4455	0.8959	Home Stories A to Z
2018-09-12	dd_bs_p3	intercepts	0.4000	5.0000	1060716	563.0000	0.8162	5.4263	1884.0426	1988.4455	0.9475	Home Stories A to Z
2018-09-12	dd_bs_p3	intercepts	0.4500	3.0000	1127076	618.0000	0.8162	2.8356	1823.7476	1988.4455	0.9172	Home Stories A to Z
2018-09-12	dd_bs_p3	slopes	1.2000	3.0000	0	0	0.8162	3.2484	0	1954.9733	0	Home Stories A to Z
2018-09-12	dd_bs_p3	slopes	1.2500	5.0000	1759476	900.0000	0.8162	7.1538	1954.9733	1954.9733	1.0000	Home Stories A to Z
2018-09-12	dd_bs_p3	slopes	1.3000	12.0000	1578146	871.0000	0.8162	11.5802	1811.8783	1954.9733	0.9268	Home Stories A to Z
2018-09-12	dd_bs_p3	slopes	1.3500	60.0000	1309890	706.0000	0.8162	56.0313	1855.3683	1954.9733	0.9491	Home Stories A to Z
2018-09-12	dd_bs_p3	slopes	1.4000	12.0000	1477974	780.0000	0.8162	14.3420	1894.8385	1954.9733	0.9692	Home Stories A to Z
2018-09-12	dd_bs_p3	slopes	1.4500	5.0000	948160	522.0000	0.8162	4.9257	1816.3985	1954.9733	0.9291	Home Stories A to Z
2018-09-12	dd_bs_p3	slopes	1.5000	3.0000	590467	331.0000	0.8162	2.7185	1783.8882	1954.9733	0.9125	Home Stories A to Z
2018-09-12	dd_bs_p4	fallbacks	0.1500	3.0000	8199538831	9551447.0000	4.5738	2.2010	858.4604	899.6798	0.9542	Home Stories A to Z
2018-09-12	dd_bs_p4	fallbacks	0.2000	5.0000	4981034741	5889230.0000	4.5738	3.1972	845.7871	899.6798	0.9401	Home Stories A to Z
2018-09-12	dd_bs_p4	fallbacks	0.2500	12.0000	5797489610	6790646.0000	4.5738	8.3711	853.7464	899.6798	0.9489	Home Stories A to Z
2018-09-12	dd_bs_p4	fallbacks	0.3000	60.0000	223159794911	248043570.0000	4.5738	66.0446	899.6798	899.6798	1.0000	Home Stories A to Z
2018-09-12	dd_bs_p4	fallbacks	0.3500	12.0000	52517212220	58374640.0000	4.5738	13.2063	899.6580	899.6798	1.0000	Home Stories A to Z
2018-09-12	dd_bs_p4	fallbacks	0.4000	5.0000	19190182197	21664036.0000	4.5738	4.8342	885.8083	899.6798	0.9846	Home Stories A to Z
2018-09-12	dd_bs_p4	fallbacks	0.4500	3.0000	7068666276	8257119.0000	4.5738	2.1456	856.0693	899.6798	0.9515	Home Stories A to Z
2018-09-12	dd_bs_p4	intercepts	0.1500	3.0000	2790645	1327.0000	1.0173	3.5047	2102.9729	2132.9016	0.9860	Home Stories A to Z
2018-09-12	dd_bs_p4	intercepts	0.2000	5.0000	2716464	1319.0000	1.0173	5.2394	2059.4875	2132.9016	0.9656	Home Stories A to Z
2018-09-12	dd_bs_p4	intercepts	0.2500	12.0000	3316662	1555.0000	1.0173	14.8381	2132.9016	2132.9016	1.0000	Home Stories A to Z
2018-09-12	dd_bs_p4	intercepts	0.3000	60.0000	4430048	2139.0000	1.0173	60.8256	2071.0837	2132.9016	0.9710	Home Stories A to Z
2018-09-12	dd_bs_p4	intercepts	0.3500	12.0000	3186437	1678.0000	1.0173	8.5354	1898.9493	2132.9016	0.8903	Home Stories A to Z
2018-09-12	dd_bs_p4	intercepts	0.4000	5.0000	2707894	1381.0000	1.0173	4.1326	1960.8211	2132.9016	0.9193	Home Stories A to Z
2018-09-12	dd_bs_p4	intercepts	0.4500	3.0000	2891748	1426.0000	1.0173	2.9243	2027.8738	2132.9016	0.9508	Home Stories A to Z
2018-09-12	dd_bs_p4	slopes	1.2000	3.0000	4058477	1997.0000	1.0173	3.0699	2032.2869	2057.9214	0.9875	Home Stories A to Z
2018-09-12	dd_bs_p4	slopes	1.2500	5.0000	4877644	2420.0000	1.0173	4.8986	2015.5554	2057.9214	0.9794	Home Stories A to Z
2018-09-12	dd_bs_p4	slopes	1.3000	12.0000	4305738	2098.0000	1.0173	12.7706	2052.3060	2057.9214	0.9973	Home Stories A to Z
2018-09-12	dd_bs_p4	slopes	1.3500	60.0000	4255023	2079.0000	1.0173	59.3559	2046.6681	2057.9214	0.9945	Home Stories A to Z
2018-09-12	dd_bs_p4	slopes	1.4000	12.0000	2211391	1098.0000	1.0173	11.4526	2014.0173	2057.9214	0.9787	Home Stories A to Z
2018-09-12	dd_bs_p4	slopes	1.4500	5.0000	2331625	1133.0000	1.0173	5.4148	2057.9214	2057.9214	1.0000	Home Stories A to Z
2018-09-12	dd_bs_p4	slopes	1.5000	3.0000	0	0	1.0173	3.0376	0	2057.9214	0	Home Stories A to Z
2018-09-12	dd_bs_p5	fallbacks	0.1500	3.0000	8199538831	9551447.0000	4.5738	2.2010	858.4604	899.6798	0.9542	Home Stories A to Z
2018-09-12	dd_bs_p5	fallbacks	0.2000	5.0000	4981034741	5889230.0000	4.5738	3.1972	845.7871	899.6798	0.9401	Home Stories A to Z
2018-09-12	dd_bs_p5	fallbacks	0.2500	12.0000	5797489610	6790646.0000	4.5738	8.3711	853.7464	899.6798	0.9489	Home Stories A to Z
2018-09-12	dd_bs_p5	fallbacks	0.3000	60.0000	223159794911	248043570.0000	4.5738	66.0446	899.6798	899.6798	1.0000	Home Stories A to Z
2018-09-12	dd_bs_p5	fallbacks	0.3500	12.0000	52517212220	58374640.0000	4.5738	13.2063	899.6580	899.6798	1.0000	Home Stories A to Z
2018-09-12	dd_bs_p5	fallbacks	0.4000	5.0000	19190182197	21664036.0000	4.5738	4.8342	885.8083	899.6798	0.9846	Home Stories A to Z
2018-09-12	dd_bs_p5	fallbacks	0.4500	3.0000	7068666276	8257119.0000	4.5738	2.1456	856.0693	899.6798	0.9515	Home Stories A to Z
2018-09-12	dd_bs_p5	intercepts	0.1500	3.0000	2159741	1036.0000	1.0273	3.0825	2084.6921	2255.5747	0.9242	Home Stories A to Z
2018-09-12	dd_bs_p5	intercepts	0.2000	5.0000	1640037	801.0000	1.0273	4.6369	2047.4869	2255.5747	0.9077	Home Stories A to Z
2018-09-12	dd_bs_p5	intercepts	0.2500	12.0000	2621844	1299.0000	1.0273	10.2700	2018.3557	2255.5747	0.8948	Home Stories A to Z
2018-09-12	dd_bs_p5	intercepts	0.3000	60.0000	6966179	3394.0000	1.0273	54.7010	2052.4982	2255.5747	0.9100	Home Stories A to Z
2018-09-12	dd_bs_p5	intercepts	0.3500	12.0000	4741218	2102.0000	1.0273	18.5826	2255.5747	2255.5747	1.0000	Home Stories A to Z
2018-09-12	dd_bs_p5	intercepts	0.4000	5.0000	3493500	1602.0000	1.0273	6.5205	2180.7116	2255.5747	0.9668	Home Stories A to Z
2018-09-12	dd_bs_p5	intercepts	0.4500	3.0000	2138804	1097.0000	1.0273	2.2064	1949.6846	2255.5747	0.8644	Home Stories A to Z
2018-09-12	dd_bs_p5	slopes	1.2000	3.0000	5792824	2866.0000	1.0273	2.5690	2021.2226	2198.6433	0.9193	Home Stories A to Z
2018-09-12	dd_bs_p5	slopes	1.2500	5.0000	6088326	2910.0000	1.0273	5.0822	2092.2082	2198.6433	0.9516	Home Stories A to Z
2018-09-12	dd_bs_p5	slopes	1.3000	12.0000	3872031	1806.0000	1.0273	13.6496	2143.9817	2198.6433	0.9751	Home Stories A to Z
2018-09-12	dd_bs_p5	slopes	1.3500	60.0000	2956366	1414.0000	1.0273	54.7657	2090.7822	2198.6433	0.9509	Home Stories A to Z
2018-09-12	dd_bs_p5	slopes	1.4000	12.0000	2576810	1172.0000	1.0273	15.3979	2198.6433	2198.6433	1.0000	Home Stories A to Z
2018-09-12	dd_bs_p5	slopes	1.4500	5.0000	2474966	1163.0000	1.0273	5.5080	2128.0877	2198.6433	0.9679	Home Stories A to Z
2018-09-12	dd_bs_p5	slopes	1.5000	3.0000	0	0	1.0273	3.0277	0	2198.6433	0	Home Stories A to Z
2018-09-12	dd_bs_p6	fallbacks	0.1500	3.0000	8199538831	9551447.0000	4.5738	2.2010	858.4604	899.6798	0.9542	Home Stories A to Z
2018-09-12	dd_bs_p6	fallbacks	0.2000	5.0000	4981034741	5889230.0000	4.5738	3.1972	845.7871	899.6798	0.9401	Home Stories A to Z
2018-09-12	dd_bs_p6	fallbacks	0.2500	12.0000	5797489610	6790646.0000	4.5738	8.3711	853.7464	899.6798	0.9489	Home Stories A to Z
2018-09-12	dd_bs_p6	fallbacks	0.3000	60.0000	223159794911	248043570.0000	4.5738	66.0446	899.6798	899.6798	1.0000	Home Stories A to Z
2018-09-12	dd_bs_p6	fallbacks	0.3500	12.0000	52517212220	58374640.0000	4.5738	13.2063	899.6580	899.6798	1.0000	Home Stories A to Z
2018-09-12	dd_bs_p6	fallbacks	0.4000	5.0000	19190182197	21664036.0000	4.5738	4.8342	885.8083	899.6798	0.9846	Home Stories A to Z
2018-09-12	dd_bs_p6	fallbacks	0.4500	3.0000	7068666276	8257119.0000	4.5738	2.1456	856.0693	899.6798	0.9515	Home Stories A to Z
2018-09-12	dd_bs_p6	intercepts	0.1500	3.0000	1838106	869.0000	1.0190	3.3009	2115.1968	2115.1968	1.0000	Home Stories A to Z
2018-09-12	dd_bs_p6	intercepts	0.2000	5.0000	931322	480.0000	1.0190	3.5647	1940.2542	2115.1968	0.9173	Home Stories A to Z
2018-09-12	dd_bs_p6	intercepts	0.2500	12.0000	2002199	957.0000	1.0190	12.1899	2092.1620	2115.1968	0.9891	Home Stories A to Z
2018-09-12	dd_bs_p6	intercepts	0.3000	60.0000	8188707	3910.0000	1.0190	60.8189	2094.2985	2115.1968	0.9901	Home Stories A to Z
2018-09-12	dd_bs_p6	intercepts	0.3500	12.0000	4293728	2076.0000	1.0190	11.7075	2068.2697	2115.1968	0.9778	Home Stories A to Z
2018-09-12	dd_bs_p6	intercepts	0.4000	5.0000	3526315	1690.0000	1.0190	5.1383	2086.5769	2115.1968	0.9865	Home Stories A to Z
2018-09-12	dd_bs_p6	intercepts	0.4500	3.0000	1958132	927.0000	1.0190	3.2799	2112.3323	2115.1968	0.9986	Home Stories A to Z
2018-09-12	dd_bs_p6	slopes	1.2000	3.0000	5247134	2479.0000	1.0190	3.0830	2116.6333	2168.0384	0.9763	Home Stories A to Z
2018-09-12	dd_bs_p6	slopes	1.2500	5.0000	5037345	2477.0000	1.0190	4.2501	2033.6476	2168.0384	0.9380	Home Stories A to Z
2018-09-12	dd_bs_p6	slopes	1.3000	12.0000	3468923	1765.0000	1.0190	8.6990	1965.3955	2168.0384	0.9065	Home Stories A to Z
2018-09-12	dd_bs_p6	slopes	1.3500	60.0000	3672657	1694.0000	1.0190	63.4800	2168.0384	2168.0384	1.0000	Home Stories A to Z
2018-09-12	dd_bs_p6	slopes	1.4000	12.0000	2607615	1225.0000	1.0190	12.4005	2128.6653	2168.0384	0.9818	Home Stories A to Z
2018-09-12	dd_bs_p6	slopes	1.4500	5.0000	2704835	1269.0000	1.0190	5.2774	2131.4697	2168.0384	0.9831	Home Stories A to Z
2018-09-12	dd_bs_p6	slopes	1.5000	3.0000	0	0	1.0190	2.8101	0	2168.0384	0	Home Stories A to Z
2018-09-12	dp_bc_p1	fallbacks	0.1500	1.6361	8199538831	9551447.0000	4.5738	1.9876	858.4604	899.6798	0.9542	Home Stories A to Z
2018-09-12	dp_bc_p1	fallbacks	0.2000	1.5142	4981034741	5889230.0000	4.5738	1.7866	845.7871	899.6798	0.9401	Home Stories A to Z
2018-09-12	dp_bc_p1	fallbacks	0.2500	1.5727	5797489610	6790646.0000	4.5738	1.8981	853.7464	899.6798	0.9489	Home Stories A to Z
2018-09-12	dp_bc_p1	fallbacks	0.3000	89.5781	223159794911	248043570.0000	4.5738	86.8266	899.6798	899.6798	1.0000	Home Stories A to Z
2018-09-12	dp_bc_p1	fallbacks	0.3500	2.0633	52517212220	58374640.0000	4.5738	2.9126	899.6580	899.6798	1.0000	Home Stories A to Z
2018-09-12	dp_bc_p1	fallbacks	0.4000	2.0222	19190182197	21664036.0000	4.5738	2.6411	885.8083	899.6798	0.9846	Home Stories A to Z
2018-09-12	dp_bc_p1	fallbacks	0.4500	1.6134	7068666276	8257119.0000	4.5738	1.9474	856.0693	899.6798	0.9515	Home Stories A to Z
2018-09-12	dp_bc_p1	intercepts	0.2000	18.1240	7734526	3886.0000	1.2288	11.2274	1990.3567	1990.3567	1.0000	Home Stories A to Z
2018-09-12	dp_bc_p1	intercepts	0.2500	20.2199	1765551	916.0000	1.2288	11.2274	1927.4574	1990.3567	0.9684	Home Stories A to Z
2018-09-12	dp_bc_p1	intercepts	0.3000	20.4732	19106945	9831.0000	1.2288	19.2097	1943.5403	1990.3567	0.9765	Home Stories A to Z
2018-09-12	dp_bc_p1	intercepts	0.3500	14.3548	5890589	3025.0000	1.2288	21.3260	1947.3021	1990.3567	0.9784	Home Stories A to Z
2018-09-12	dp_bc_p1	intercepts	0.4000	12.1358	11112559	5760.0000	1.2288	15.3201	1929.2637	1990.3567	0.9693	Home Stories A to Z
2018-09-12	dp_bc_p1	intercepts	0.4500	7.3462	7430113	3755.0000	1.2288	12.5922	1978.7252	1990.3567	0.9942	Home Stories A to Z
2018-09-12	dp_bc_p1	intercepts	0.5000	7.3462	0	0	1.2288	9.0971	0	1990.3567	0	Home Stories A to Z
2018-09-12	dp_bc_p1	slopes	1.0500	5.2766	1705421	912.0000	1.2288	4.0772	1869.9792	2003.4900	0.9334	Home Stories A to Z
2018-09-12	dp_bc_p1	slopes	1.1000	9.1564	2763318	1412.0000	1.2288	8.9728	1957.0241	2003.4900	0.9768	Home Stories A to Z
2018-09-12	dp_bc_p1	slopes	1.1500	11.9990	7106362	3628.0000	1.2288	11.9133	1958.7547	2003.4900	0.9777	Home Stories A to Z
2018-09-12	dp_bc_p1	slopes	1.2000	28.3294	11972856	5976.0000	1.2288	31.6632	2003.4900	2003.4900	1.0000	Home Stories A to Z
2018-09-12	dp_bc_p1	slopes	1.2500	20.2297	11676394	5912.0000	1.2288	20.9975	1975.0328	2003.4900	0.9858	Home Stories A to Z
2018-09-12	dp_bc_p1	slopes	1.3000	15.1949	9226845	4724.0000	1.2288	14.8602	1953.1848	2003.4900	0.9749	Home Stories A to Z
2018-09-12	dp_bc_p1	slopes	1.3500	9.8140	8589087	4609.0000	1.2288	7.5158	1863.5468	2003.4900	0.9302	Home Stories A to Z
2018-09-12	dp_bc_p2	fallbacks	0.1500	3.0000	8199538831	9551447.0000	4.5738	2.2010	858.4604	899.6798	0.9542	Home Stories A to Z
2018-09-12	dp_bc_p2	fallbacks	0.2000	5.0000	4981034741	5889230.0000	4.5738	3.1972	845.7871	899.6798	0.9401	Home Stories A to Z
2018-09-12	dp_bc_p2	fallbacks	0.2500	12.0000	5797489610	6790646.0000	4.5738	8.3711	853.7464	899.6798	0.9489	Home Stories A to Z
2018-09-12	dp_bc_p2	fallbacks	0.3000	60.0000	223159794911	248043570.0000	4.5738	66.0446	899.6798	899.6798	1.0000	Home Stories A to Z
2018-09-12	dp_bc_p2	fallbacks	0.3500	12.0000	52517212220	58374640.0000	4.5738	13.2063	899.6580	899.6798	1.0000	Home Stories A to Z
2018-09-12	dp_bc_p2	fallbacks	0.4000	5.0000	19190182197	21664036.0000	4.5738	4.8342	885.8083	899.6798	0.9846	Home Stories A to Z
2018-09-12	dp_bc_p2	fallbacks	0.4500	3.0000	7068666276	8257119.0000	4.5738	2.1456	856.0693	899.6798	0.9515	Home Stories A to Z
2018-09-12	dp_bc_p2	intercepts	0.1500	3.0000	0	0	1.0917	3.1887	0	2506.3508	0	Home Stories A to Z
2018-09-12	dp_bc_p2	intercepts	0.2000	5.0000	7330962	3017.0000	1.0917	5.7815	2429.8847	2506.3508	0.9695	Home Stories A to Z
2018-09-12	dp_bc_p2	intercepts	0.2500	12.0000	6196009	2554.0000	1.0917	13.6190	2426.0020	2506.3508	0.9679	Home Stories A to Z
2018-09-12	dp_bc_p2	intercepts	0.3000	60.0000	9453689	4017.0000	1.0917	55.8751	2353.4202	2506.3508	0.9390	Home Stories A to Z
2018-09-12	dp_bc_p2	intercepts	0.3500	12.0000	6782970	2865.0000	1.0917	11.9315	2367.5288	2506.3508	0.9446	Home Stories A to Z
2018-09-12	dp_bc_p2	intercepts	0.4000	5.0000	4020487	1668.0000	1.0917	5.5059	2410.3639	2506.3508	0.9617	Home Stories A to Z
2018-09-12	dp_bc_p2	intercepts	0.4500	3.0000	2486300	992.0000	1.0917	4.0984	2506.3508	2506.3508	1.0000	Home Stories A to Z
2018-09-12	dp_bc_p2	slopes	1.0500	3.0000	1532909	620.0000	1.0917	4.0232	2472.4339	2526.8388	0.9785	Home Stories A to Z
2018-09-12	dp_bc_p2	slopes	1.1000	5.0000	1947701	790.0000	1.0917	6.5642	2465.4443	2526.8388	0.9757	Home Stories A to Z
2018-09-12	dp_bc_p2	slopes	1.1500	12.0000	4565969	1904.0000	1.0917	13.4407	2398.0930	2526.8388	0.9490	Home Stories A to Z
2018-09-12	dp_bc_p2	slopes	1.2000	60.0000	7477420	3227.0000	1.0917	53.2221	2317.1429	2526.8388	0.9170	Home Stories A to Z
2018-09-12	dp_bc_p2	slopes	1.2500	12.0000	7864821	3345.0000	1.0917	12.1152	2351.2170	2526.8388	0.9305	Home Stories A to Z
2018-09-12	dp_bc_p2	slopes	1.3000	5.0000	7552494	3118.0000	1.0917	6.0257	2422.2239	2526.8388	0.9586	Home Stories A to Z
2018-09-12	dp_bc_p2	slopes	1.3500	3.0000	5329103	2109.0000	1.0917	4.6088	2526.8388	2526.8388	1.0000	Home Stories A to Z
